Company Name,Founded,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership,hourly,min_salary,max_salary,avg_salary,company_txt,job_state,age,python_yn,R_yn,spark,aws,excel,mathematics,finance,modeling,statistics,vba,C++,portfolio_theory,derivatives,trading,data_science,sql
"OSIsoft
4.1",1980,Computer Hardware & Software,"Job Description OSIsoft is hiring for a Market Research Analyst in San Leandro, CA. The Market Research Analyst provides Business Insights within OSIsoft’s Sales Enablement and Reporting practice. Job Duties: Gather and organize information on target markets and customers’ needs and preferences Identify and categorize Market Requirements Develop Use Cases, quantify impact of Market Problems and maintain Market Research Transform information into Market Sizing (including TAM, SAM, SOM) Track Operational Metrics on current Markets and ongoing Marketing initiatives Manage portfolio of Market Research Development studies to ensure relevance, consistency, and accuracy Research and track Product Capabilities and performance Govern Account Segmentation & Targeting Process Identify Segments to help define Account Portfolios and Resource Allocation Discover growth initiatives through industry and portfolio analysis; Distill replicable best practices to implement across industry and market segments Deliver clear and concise Market Analysis updates enriched with Industry, Geo, Customer, Competition, and Market Conditions Support SDR team by providing New Logos Targets to grow pipeline Maintain Industry & Geographic mapping logic within Systems of Records Collaborate with Industry Principals to define Markets and potential changes to them that may alter analysis is meaningful way Assist in business planning activities for Sales, Marketing, and Business Development Evaluate and implement methods for collecting data into internal databases Confirm technology investments and optimal internal processes Increase operational effectiveness in Marketing, Sales, and Business Development through data driven insights Provide support for tactical and strategic initiatives and other duties as assigned Qualifications: Bachelor’s degree in quantitative discipline (Engineering preferred) with a minimum 3.5 GPA 3+ years of experience in Market Research or related field Solid planning, priority setting, and project management skills with experience managing multiple projects concurrently Proven success developing relationships across diverse teams, including Sales, Business Development, and Marketing Familiar with the PI System and use cases within multiple industries and various sized companies Ability to display complex data visually, creating powerful presentations for both analytical and non-analytical audiences Motivated, curious, collaborative, and innovative Strong researcher that can quantify benefits Must demonstrate an ability to proactively recognize and define problems, understand business and system processes, collect data, establish facts, and draw valid conclusions",Market Research Analyst,"San Leandro, CA",4.1,$100 to $500 million (USD),85 k$-152 k$ (Esti. de Glassdoor),Information Technology,501 to 1000 Employees,Company - Private,0,85,152,118.5,"OSIsoft
", CA,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"American Integrity Insurance
4.0",2006,Insurance Carriers,"Our Company


About Us:

American Integrity Insurance, the premier writer of Florida homeowners insurance, has more than 295,000 customers and is exclusively represented by more than 1000 independent agents who specialize in this complex and ever-evolving market. We offer sound and comprehensive home, condo, rental property and manufactured home insurance to families throughout the Sunshine State. Comprised of over 240 insurance professionals, most of whom work in our Tampa-area headquarters, we have been recognized as a Top Place to Work in Tampa by the Tampa Bay Times and a Best Places to Work in Insurance by Business Insurance magazine for the past seven years.

A Day in the Life:

Who Says Insurance Can’t Be Fun? From company picnics to charity events, no one can ever say American Integrity Insurance doesn’t understand the importance of having fun, helping others and giving back. Our company culture is priceless, and we hold true to our six core values: integrity, commitment, teamwork, humility, passion and fun. As a team working to provide home insurance solutions to our policyholders, together we aim to achieve greater heights each day and celebrate each other's accomplishments along the way. It is our mission to continue providing reliable, customer-centric homeowners insurance to Florida residents and paying claims in a timely manner when our customers suffer a loss – and to do so with Integrity.

Learn more about American Integrity Insurance and our job opportunities at www.aiiflorida.com

This Job


This Job: Senior Risk Management Analyst

You'll Report To: VP of Risk Management

What You'll Do: The Senior Risk Management Analyst (RMA) will collaborate with internal staff, vendors, regulators and consultants. The RMA works with the VP of Risk and analyst staff to research new business opportunities, quantify and communicate existing exposure, and report on these exposures to internal groups, regulators and other key stakeholders. Success in this role will be measured not only by underwriting profit and policy growth, but also contributions to product improvement through innovative ideas. The individual will need strong analytical and communications skill and a curious, creative attitude.

What You’ll Do


You'll be Responsible for:
Oversee the catastrophe modeling process for American Integrity’s portfolio using the AIR and RMS commercial catastrophe models.
Lead continued expansion of reports and dashboards for internal and external audiences, including the Office of Insurance Regulation (OIR), business leadership, regulators, and others key stakeholders.
Analyze and report on loss modeling trends including regular/monthly reports and ad-hoc requests and effectively communicate key findings to internal business leaders.
Analyze and report on other key portfolio and risk metrics to provide a holistic view of profitability and performance to internal stakeholders.
Live catastrophic event support through reporting, analytics and other duties as assigned.
Monitor and review best practices for exposure data capture across lines of business and geography, and assist in review efforts to ensure adherence.
Support reinsurance purchasing and reporting process as needed.
Actively contribute to short and medium-term efforts to enhance internal CAT modelling strategies and further shape American Integrity’s view of risk.
Assist in developing simple yet creative solutions to complex problems.
Collaborate effectively with cross-functional teams to facilitate the creation of new products and features.
What You’ll Need to be a Top Candidate


What You'll Need to be a Top Candidate:

Education: College Degree in Risk Management, Business Finance, or other related field.

Experience: Five (5) to seven (7) years of Catastrophe Risk Modeling experience, with modeling as the core function.

Preferred certifications: Successful completion of CPCU, AIR and / or RMS Certifications preferred.

Knowledge:
Demonstrated thorough knowledge of rate making techniques, modeling techniques and software.
AIR and RMS modeling knowledge required.
In-depth understanding of core reinsurance concepts and principles.
SQL and/or R skills required.
Superior Microsoft Office skills required, specifically Excel and PowerPoint.
Reporting and dashboarding tool experience preferred.
Skills:
Ability to analyze data and develop strategic recommendations.
Analytical techniques and technical communication skills.
Strong organizational skills, including time management.
Demonstrated critical thinking and knowledge of data analytics tools and techniques and decision-making skills, with demonstrated ability to effectively make data-driven decisions.
Demonstrated skills or past achievement to obtain desired results.
Demonstrated ability to learn additional software applications as required.
Ability to present ideas and information in a clear, concise manner; gather information from multiple parties to ensure all perspectives are heard and considered; listen to others to respond effectively to ideas, thoughts and questions; express information and ideas effectively in settings including aligned or un-aligned feedback to obtain desired results.
Your Environment


Your Environment:

Working Conditions: Normal business office environment. Must be able to remain in a stationary position for periods of time while constantly operating a computer and or other office productivity machinery such as a calculator or telephone. The person in this position needs to occasionally move about inside the office to access file cabinets, office machinery or communicate with coworkers.

Travel: Minimum, as required.

ADA: The above statements cover what are generally believed to be the principal and essential functions of this job. Specific circumstances may allow or require some people assigned to the job to perform a somewhat different combination of job duties.

American Integrity Insurance Group is an Equal Opportunity Employer.",Senior Risk Management Analyst,"Tampa, FL",4.0,$100 to $500 million (USD),85 k$-152 k$ (Esti. de Glassdoor),Insurance,201 to 500 Employees,Company - Private,0,85,152,118.5,"American Integrity Insurance
", FL,14,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
"XR Trading LLC
3.2",-1,Investment Banking & Asset Management,"A proprietary trading firm with three offices in Chicago, London, & New York City, is seeking Junior Traders for the Chicago Office. This position will fit talented college graduates who possess innate capabilities, such as those listed under required skills. No prior industry experience is required but is a plus. Training will take place on the job. This position will be located in the Chicago office and the role will start during or after January 2021.

Education

Degree from an accredited university preferably in a science such as Electrical Engineering, Computer Science, Material Science, Chemistry, Mathematics, Physics or related technical field while displaying a strong academic performance.

Required Skills

Strong computer skills with the ability to code in Python (some experience with C++ is helpful)
Proficient working with the scikit-learn library
Experience using TensorFlow or PyTorch is a plus
Math aptitude, analytical and problem solving skills
Quantitative background in math/stats, engineering or economics
Ability to react calmly and quickly in an electronic trading environment
Demonstrated interest in trading
Learns new concepts quickly
Has demonstrated the ability to use good judgment
Maintains integrity at all times
Values teamwork but still can think and work independently
Will dig in and be self-motivated and self-directed in personal growth and learning
Can communicate effectively while under pressure
Can adapt to changing situations with ease
Capable of maintaining focus with a strong drive for success
Ability to work on a competitive team
Mental discipline and ability to solve problems under pressure

Please note: only individuals whose qualifications match our current needs will be contacted for additional screening and/or interviews. XR Trading does not hire candidates who are currently on a student visa or who now or in the future will require XR to sponsor them for employment visa.

We thank you for your interest in XR Trading.

Required Skills

Required Experience",Quantitative Trader (Entry Level),"Chicago, IL",3.2,$10 to $25 million (USD),85 k$-152 k$ (Esti. de Glassdoor),Finance,1 to 50 Employees,Company - Private,0,85,152,118.5,"XR Trading LLC
", IL,-1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"SpotHero
4.2",2011,Enterprise Software & Network Solutions,"At SpotHero, we are focused on building a platform and a suite of consumer products that will take parking your car into the future: always connected, zero touch and a seamless experience on the street, with a valet, at an event, or at a lot. By doing this, we will transform an industry and change the technological landscape for parking. We want to deliver a magical experience for drivers everywhere.

Data is fundamentally the voice of the customer for us. It is a snapshot of a user's actions and thoughts at a particular time and it's one of our most valuable assets since it serves as a real and actionable data set that can help us create more compelling and innovative products for our customers. Data science sits on top of our data and serves to translate and decipher it into something that can inform our overall design, architecture, and strategy.

Who we are: At SpotHero, we work as a team to empower people to get everywhere, easier! We're rapidly growing with the mission of bringing the parking industry into the future through technology. Drivers across the nation use the SpotHero mobile app or website to reserve convenient, affordable parking in advance, on-the-go or through their connected cars, and parking companies rely on us to help them reach new customers while optimizing their business. We connect the dots with cutting-edge technology, delivering value to both sides of this exciting, evolving marketplace.

What will you do:
Be part of a cross-functional data organization that includes data science, infrastructure, and data engineers.
Dig in and understand our products and business process, as well as how our customers via analysis of large heterogeneous data sets.
Research, design, and deploy machine learning models.
Collaborate with team members across the business (engineering, product, design, marketing, supply, PR, and verticals) to define and implement creative solutions and data products for experiments and analysis that will exponentially grow our business. For example:
Work with product and marketing to analyze behavioral patterns and ideate on strategies for increasing new customers and overall customer retention.
Design and build data visualizations and dashboards used across the business.
Evaluate new data sources and/or new data science technologies in the business environment.
Act as a key contributor across the organization by clearly articulating data-driven recommendations and insights quickly and concisely, therefore improving and/or disrupting existing business operations.
Work with the Engineering and Product Leaders and others to help define and refine the data science strategy and roadmap for upcoming quarters.
The following experience is relevant to us:
We value humility, a strong work ethic, flexibility, collaboration, technical curiosity, and constant learning.
Strong data storytelling skills.
Experience in a B2C company with a track record of using data to innovate and drive growth.
Demonstrated experience in designing and implementing data science solutions based on complex and ambiguous business requirements.
Minimum of 7 years of related experience with a Bachelor's degree; or 4 years and a Master's degree; or a PhD with 3 years experience; or equivalent experience.
Strong SQL skills.
Mastery in programming skills in Python and/or R (including Pandas, Scikit-Learn, NumPy, Matplotlib/Seaborn/some other visualization tool).
Project experience using distributed data analytics technologies (eg Spark, Presto, Hive)
Project experience in marketing mix modeling, segmentation, LTV and churn prediction, and experimentation.
Project experience in dynamic pricing and search ranking.
Nice to haves are:
Experience with a modern data pipeline technology stack (e.g., Airflow)
Kubernetes and/or Mesos experience
Kafka, Spark and/or Flink experience
Aurora and/or Postgres experience
Data visualization using D3.js
AWS experience
Open source contributions to a few major projects
What we are offering:
Career game changer – A truly unique experience to work for a fast-growing startup in a role with unlimited potential for growth.
Excellent benefits –
In the US we cover up to 90% of Medical Premiums, 50% of Dental & Vision Premiums, company sponsored Life Insurance, 401K, and generous parental leave.
In Canada we offer Medical (prescription drug and paramedical coverage), Dental, Vision, Life Insurance, STD and LTD.
Flexible PTO policy and great work/life balance – We value and support each individual team member.
Annual parking stipend – we help people park!
The opportunity to collaborate with fun, innovative, and passionate people in a casual, yet highly productive atmosphere.
A workplace recognized as the Best Consumer Web Company by Built in Chicago, Top Company Culture by Entrepreneur, a Top Workplace by Chicago Tribune, and one of Chicago's Best Places to Work for Women Under 35 by Crain's Chicago Business.
Steps to apply: Please include any GitHub account, LinkedIn profile, and any project that you're particularly proud of. We love seeing work that others loved working on.

SpotHero is an equal opportunity employer. We know that a diverse workforce is the strongest workforce, and are committed to building and supporting an inclusive environment for all.

PLEASE NOTE: This position is ineligible for visa sponsorship. To be considered for this role, you must be legally authorized to work in Canada or the US and not require sponsorship for employment now or in the future.",Staff Data Scientist,"Chicago, IL",4.2,Unknown / Non-Applicable,85 k$-152 k$ (Esti. de Glassdoor),Information Technology,51 to 200 Employees,Company - Private,0,85,152,118.5,"SpotHero
", IL,9,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1
"Zions Bank
3.6",1873,Banks & Credit Unions,"California Bank & Trusts relationship-centered culture is achieved by providing our associates with the tools, training and opportunities to build the best possible relationships with our customers, and with each other. Our workplace culture values each associates unique experiences, background and perspectives and provides a collaborative environment for all associates to grow and thrive.

We are accepting applications for the Credit Review & Policy Administration Analyst to join the Credit Operations West team located in downtown Los Angeles, CA

Responsibilities:
Interfaces with the Regional Credit Executive to manage the flow of credit approvals to ensure they conform to credit policy approval requirements.
Reviews credit documents to verify that policy issues, restricted transactions, and exceptions identified during Credit Discussion Meetings are properly cited and escalated for appropriate approval per credit policy.
Serve as a liaison between the West Region and Corporate Credit on all items requiring the Chief Credit Officer's approval.
Responsible for the management and maintenance of the Credit Risk West Region SharePoint site.
Works closely with internal lending departments on the completion of Relationship Strategy memos.
Performs the quarterly ACL/CECL quantitative review.
This process includes forecasting loan activity for the quarter end, gathering projection data from internal departments, presenting results to Executive Management, and communicating final results to Corporate Credit management.
Creates a quarterly credit trends assessment a forecast of loan and deposit activity.
Conducts a meeting with Executive Management to review the forecast results.
Understand and adheres to risk and regulatory standards, policies, and controls according to the Company's Risk Appetite.
Escalates issues timely and appropriately.
Work with stakeholders to understand and translate their reporting needs into solutions.
Maintain effective communication with different stakeholders and audiences on matters related to credit policy and regional financial reporting.
Assists with the preparation of annual department budgets.
Monitors and tracks monthly budget performance as required.
Conducts quarterly Credit SOX tests.
Work with Finance to confirm the top 25 Brands and Relationships for reporting purposes.
Provide ad-hoc reports as needed using data from QlikView dashboards.
Perform other duties as assigned.",Credit Review & Policy Administration Analyst - LA,"Los Angeles, CA",3.6,$500 million to $1 billion (USD),85 k$-152 k$ (Esti. de Glassdoor),Finance,1001 to 5000 Employees,Subsidiary or Business Segment,0,85,152,118.5,"Zions Bank
", CA,147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Lord Abbett
3.1",1929,Investment Banking & Asset Management,"We're looking to expand our 20+ person credit research team by adding a Senior Credit Analyst to cover the Technology Sector. This position will report to the Director of Global Credit Research.

Conduct detailed industry and company fundamental analysis for selective industries within the Technology Sector
Identify investment opportunities and advise portfolio managers
Support ideas with rigorous analysis
Build industry and company financial models
Interact and work with quantitative fundamental research tools

5+ years of total industry experience
At least 3+ years of credit analysis experience covering the Technology Sector
Excellent quantitative, qualitative and investment management skills
Experience analyzing credits across the credit spectrum (IG, HY and loans)
Some buy-side experience is preferred
BA/BS degree required
MBA degree, CFA designation viewed positively, but not required

Lord Abbett is one of the fastest-growing global asset managers with approximately $210 billion in assets under management. We seek to hire a diverse group of talented individuals who are committed to driving our vision to be the most respected asset manager in the world, fulfilling our commitment to global corporate citizenship, and achieving our mission of securing a sustainable future for our clients, our people, and our world. We are looking for candidates who value excellence, responsibility, transparency, and collaboration as much as we do. Our employees share a passion for excellence in serving our diverse range of clients – individuals, advisors, and institutions across the globe who rely on us to deliver innovative investment solutions that help them secure stronger financial futures.",US Technology Credit Analyst,"Jersey City, NJ",3.1,Unknown / Non-Applicable,85 k$-152 k$ (Esti. de Glassdoor),Finance,501 to 1000 Employees,Company - Private,0,85,152,118.5,"Lord Abbett
", NJ,91,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"Purchasing Power
2.4",2001,Financial Transaction Processing,"Sr Business Analyst (Merchandising Dept)
Location


Atlanta - Midtown

Department


Merchandising

Employment duration


Full time

Apply Now

Work at Purchasing Power


Purchasing Power is a fantastic place to work because, PPC was founded on the belief that we could empower people and provide the means for them to obtain the small (and sometimes big!) things that improve the quality of their lives.

Senior Business Analyst (Merchandising Department)

Purchasing Power, Atlanta, GA (Midtown Location)

Senior Business Analyst - Merchandising

At Purchasing Power merchandising team is about driving demand and increasing profitability by new concept development, strategizing, planning, modeling, testing, and validation of the initiatives, including pricing, assortment and inventory planning, vendor program management, sales forecasting and planning, product trends, and promotions as related to customer behavioral patterns.

Are your talents ready to make a real and measurable difference in the life-time-value of customers?

Purchasing Power needs your creative, predictive, and quantitative “WOW skills to surface the hidden insights.” Your discovery efforts are an integral component of our team's ultimate goals of increasing sales efficiency and effectiveness, by targeting the right promotion to the right customer with personal relevancy, enabling forecasting inventory to reduce overstocking and driving incremental profitability through our merchandise assortment and display while expanding our competitive advantage in today’s marketplace.

Responsibilities
Enhance demand generation and gross margin optimization by providing fact-based and data-driven guidance.
Serve as strategic partner for Category Managers and all merchants by using data to make informed business decisions.
Conduct rigorous analysis and research, including: competitive benchmarking (space, brands, SKUs), market insights, customer insights (surveys, loyalty analysis), vendors insight (cost structures and programs) and extensive SKU/brand/vendor-level analysis (relative productivity, profitability, brand loyalty, SKU fungibility, etc.).
Identify opportunities to enhance our assortment while improving costs and adding incremental demand.
Work with the Category Managers team to develop reporting, insights and request materials to be shared with vendors during negotiations.
Value savings opportunities during negotiations to support decision-making.
Track vendor programs (VIR and MDF), ensure programs maximization and work with closely with Accounting to manage accruals.
Partner with VP of Merchandising to create annual product plan, assist in quarterly reforecasting and associated monthly product review reporting.
Lead the development, creation and distribution of relevant analytical tools/reports/dashboards that encompass product, category, customer and financial information.
Flexibility to drive ad-hoc reporting needs and understand how to incorporate into repeatable information if warranted. Understand the business to be able to translate the business need to a meaningful report that can drive results.
Communicates insights to leaders by summarizing conclusions and solutions; translates analytics and statistics into clear, understandable themes for business leaders; identifies specific analytic results that drive actionable insights
Responsible for continuously learning and sharing analytic methodology and techniques new to Purchasing Power’s Merchandising Team
Develops robust hypotheses, in collaboration with business partners, on how value can be created; builds analytical models to validate/disprove these hypotheses and develops actionable recommendations for the business
Qualifications
Understanding of retail merchandising basics
Strong analytical and problem-solving skills
Ability to create and work through robust data models
Strong communication skills including the ability to effectively convey insights from analyses to merchant leaders
Ability to manage and prioritize multiple assignments and meet tight deadlines
Ability to develop effective working relationships with all levels of Merchandise leadership
Ability to work independently and adapt to changing work priorities
The candidate selected for this position will be a self-motivated, intellectually curious, and high-energy individual who can easily function in a high demand, performance-driven environment.
Education: Four-year college degree or equivalent experience; Finance and/or other quantitative analytical degree a strong plus
Experience: 3+ years of relevant analytical experience with strong merchandise profitability understanding
Experience working with analytic and database tools/software (e.g., Base SAS, SAS Enterprise Miner, SQL, R, Python) and visualization tools (DOMO, Tableau)
Successful track record of applying sophisticated analytics techniques in a retail company, eCommerce, or consumer brand.
Proficiency in Microsoft Excel, and PowerPoint
Why Purchasing Power?

We are the leading specialty e-retailer offering consumer products, vacations and online education services through an easy and convenient payment plan. Our customers love us because we make paying for their purchases stress- and hassle-free. The automatic payments help them to avoid penalty fees and ballooning interest associated with other payment options. While the fixed payment duration options empower them to budget more efficiently. Ours is a revolutionary e-commerce experience that gives customers access to a better life combined with a responsible way to buy.

Purchasing Power is ‘Powering People to a Better Life™’ through its employee purchase program, financial literacy efforts and charitable contributions.

For more information, visit www.PurchasingPower.com
Our people! We are very proud of our people, we “Power People to a better life”
100% company paid benefits for employees
Kitchen stocked with gourmet coffee, teas and free snacks
Casual work environment
Summer Hours
Flexible PTO
Top of the line hardware",Sr Business Analyst (Merchandising Dept),"Atlanta, GA",2.4,$100 to $500 million (USD),85 k$-152 k$ (Esti. de Glassdoor),Finance,201 to 500 Employees,Company - Private,0,85,152,118.5,"Purchasing Power
", GA,19,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1
"Perspecta
3.3",2018,Aerospace & Defense,"Business Group Highlights

Intelligence

The Intelligence group provides high-end systems engineering and integration products and services, data analytics and software development to national and military intelligence customers. Serving federal agencies and the Intelligence Community for more than 50 years, the Intelligence group helps our clients meet their mission needs by providing trusted advisors, leading-edge technologies, and innovative solutions.

Responsibilities

Involved in the analysis of unstructured and semi-structured data, including latent semantic indexing (LSI), entity identification and tagging, complex event processing (CEP), and the application of analysis algorithms on distributed, clustered, and cloud-based high-performance infrastructures. Exercises creativity in applying non-traditional approaches to large-scale analysis of unstructured data in support of high-value use cases visualized through multi-dimensional interfaces. Handle processing and index requests against high-volume collections of data and high-velocity data streams. Has the ability to make discoveries in the world of big data. Requires strong technical and computational skills - engineering, physics, mathematics, coupled with the ability to code design, develop, and deploy sophisticated applications using advanced unstructured and semi-structured data analysis techniques and utilizing high-performance computing environments. Has the ability to utilize advance tools and computational skills to interpret, connect, predict and make discoveries in complex data and deliver recommendations for business and analytic decisions. Experience with Cloud-based data analysis tools. Experience with machine learning, algorithm analysis, and data clustering.

Qualifications

Requires 3 to 8 years with BS/BA or 3 to 5 years with MS/MA or 0 to 2 years with PhD.

TS/SCI with Poly Required
Focus on design, implementation and operation of data management systems. Design how data is stored, consumed, integrated and managed by different entities and systems.
Experience with SQL, Python, Spark
Machine Learning technologies/packages (Sagemaker, DataBricks, PyTorch and the similar)
Statistical techniques for analyzing data and visualization techniques for summarizing complex data analyses.

About Perspecta

What matters to our nation, is what matters to us. At Perspecta, everything we do, from conducting innovative research to cultivating strong relationships, supports one imperative: ensuring that your work succeeds. Our company was formed to bring a broad array of capabilities to all parts of the public sector—from investigative services and IT strategy to systems work and next-generation engineering.

Our promise is simple: never stop solving our nation’s most complex challenges. And with a workforce of approximately 14,000, more than 48 percent of which is cleared, we have been trusted to do just that, as a partner of choice across the entire sector.

Perspecta is an AA/EEO Employer - Minorities/Women/Veterans/Disabled and other protected categories.

As a government contractor, Perspecta abides by the following provision

Pay Transparency Nondiscrimination Provision

The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of the other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c).",Data Scientist III,"McLean, VA",3.3,Unknown / Non-Applicable,85 k$-152 k$ (Esti. de Glassdoor),Aerospace & Defense,10000+ Employees,Company - Public,0,85,152,118.5,"Perspecta
", VA,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
"Perspecta
3.3",2018,Aerospace & Defense,"Business Group Highlights

Defense

The Defense group supports the Department of Defense (DoD) mission to keep our homeland and its citizens safe. We provide solutions to improve the Nation's defense by providing software, systems engineering, IT, training and logistics and fleet management solutions.

Responsibilities

Provide ARCYBER G36 Operational Technology and planning support.

Tasks include:

Provide the ARCYBER G3/G36 support that assists ARCYBER with their role addressing the enduring Control Systems/Operational Technology (CS/OT) DoD and NIST requirements as the Cyber Security Service Provider (CSSP).

Represent the command and interact with key stakeholders and organizations supporting the HQDA, DAMO-ODP’s enduring Cyber Assessments of Control Systems requirements within their Mission Assurance program to assess the Army’s Defense Critical Infrastructure.

Support ARCYBER and the Army’s emerging Control Systems/Operational Technology requirements to include supporting major stakeholder CS/OT efforts such as U.S. Army Corps of Engineers (USACE), Army Materiel Command (AMC), Cyber Center of Excellence (CCOE) and DAMO-SOI.

Provide planning and coordination support to ARCYBER’s partnership with Savanah River National Labs to enable future collaboration and specialized CS/OT laboratory support to ARCYBER, the Cyber Protection Brigade (CPB) and the CCOE.

Actively engage with ARCYBER and NETCOM staff to identify ARCYBER CS/OT program gaps. Validate gap requirements with directorate level leadership and collaborate with ARCYBER G8/Comptroller for inclusion to ARCYBER’s Programing, Planning, Budgeting, and Execution (PPBE)/Program Objective Memorandum (POM) submissions.

Plan, assist, and monitor development of plans, policies, procedures and guidance impacting cyber capabilities and assist with the generation of organizational improvement plans;

Provides input for the development of Tactics, Techniques, and Procedures (TTPs), concept of operations (CONOPS), Courses of Action (COAs) and specialized briefings to ARCYBER leadership.

Provide input to address shortfalls, prioritize and validate requirements, and to modify development planning efforts.

Monitor and reviews strategies, doctrine, policies, and directives to ensure compliance.

Assist with the development of metrics program to measure process performance to achieve improvements in organizational efficiency

Qualifications

Experienced with model development and testing as well as gathering, relating, and identifying data with variables in models.

Has developed reports noting various alternatives and success probability when there is no single solution.

Possesses an in-depth understanding of cyberspace doctrine, policies, operations, and organizations.

Background includes quantitative experience and/or education (e.g., mathematics, statistics, etc.).

Edu/Exp: HS 16+ Years, BA/BA 10+ Years, or MA/MS 8+ Years.

Prefer:

Minimum 10 years of experience as a Service or Joint Operations Planner at Division, MAGTF, Wing or higher command level.

Complete working knowledge of the MDMP/JOPP, Joint Operation Planning and Execution System (JOPES), and APEX planning formats and guidance.

JPME II Level qualified.

About Perspecta

What matters to our nation, is what matters to us. At Perspecta, everything we do, from conducting innovative research to cultivating strong relationships, supports one imperative: ensuring that your work succeeds. Our company was formed to bring a broad array of capabilities to all parts of the public sector—from investigative services and IT strategy to systems work and next-generation engineering.

Our promise is simple: never stop solving our nation’s most complex challenges. And with a workforce of approximately 14,000, more than 48 percent of which is cleared, we have been trusted to do just that, as a partner of choice across the entire sector.

Perspecta is an AA/EEO Employer - Minorities/Women/Veterans/Disabled and other protected categories.

As a government contractor, Perspecta abides by the following provision

Pay Transparency Nondiscrimination Provision

The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of the other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c).",Cyber Operations Research Analyst III,"Fort Gordon, GA",3.3,Unknown / Non-Applicable,85 k$-152 k$ (Esti. de Glassdoor),Aerospace & Defense,10000+ Employees,Company - Public,0,85,152,118.5,"Perspecta
", GA,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"HRUCKUS
5.0",2013,Consulting,"Veteran Owned Firm Seeking Data Scientists with TS/SCI to support a client in Springfield, VA

My name is Stephen Hrutka, and I am the owner of a Veteran-owned firm in Washington, DC focused on Supply Chain, Strategic Sourcing, and Technical/Cleared Recruiting.

HRUCKUS helps other Veteran Owned businesses recruit for positions across the SBA, HHS, DARPA, and other cutting-edge R&D related defense agencies.

We are looking to hire (2) data scientists to support NGA in Springfield, VA. The role is remote to start, no idea when traditional onsite will begin.

Please see below for the position description. If you’re interested, I'd be glad to provide more details about the role and further discuss your qualifications.

Thanks,

Stephen M Hrutka
Principal Consultant
www.hruckus.com

Position Tasks:
Develop Python or R code to read/categorize large amounts of unstructured data
Develop code to evaluate Intelligence Information Reports (IIRs) for metadata accuracy
Develop code that recognizes and extracts entities from IIRs w/ 90% accuracy
Visualize data derived from structuring of unstructured/semi-structured data
Brief results of code development to leadership to include methods, limitations, and assumptions
Position Deliverables:
Monthly reports
Code modules using Natural Language Processing to analyze multiple unstructured data files and database the information derived
Code modules using Entity Recognition to analyze multiple unstructured data files and identify all people, groups, and categories of objects
Code modules using Latent Semantic Indexing to analyze multiple unstructured data files and database the information derived
Develop code that can be stand-alone or incorporated into existing applications
Visualizations of large data sets, bringing forward unobscured data, and enabling personnel to understand the data quickly
Position Requirements:
Government Security Clearance
Minimum of (3) years of experience related to the following areas: parametric and non-parametric statistical methods; visualizing statistical effects in complex datasets; performing statistical data analysis in Python and/or R; providing and explaining clear analytical results in well-written reports
Ability to write and execute queries in SQL
Ability to visualize data with aid of data visualization tools such as Tableau
Bachelor’s degree in computer science or related field
Ability to work in distributed systems and to develop creative solutions to data problems
Experience with database tools
Preferred Qualifications:
Statistical Modeling: 10 years
Natural Language Processing: 5 years
Python and R: 3 years
Latent Semantic Indexing: 5 years
SQL: 3 years
Tableau: 1 year
Entity Recognition: 5 years",Data Scientists with TS/SCI,"Springfield, VA",5.0,$1 to $5 million (USD),85 k$-152 k$ (Esti. de Glassdoor),Business Services,1 to 50 Employees,Company - Private,0,85,152,118.5,"HRUCKUS
", VA,7,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
